"","Progress","Duration..in.seconds.","ResponseId","consent","condition","control_events","control_interesting","grat_list","grat_letter","grat_text","grat_hk_list","grat_sing_sub","grat_god_letter","meals_attention","attention_check","goal_check","hypothesis_check","intervention_check","intervention_check_2","intervention_check_3","ai","copy_paste","copy_paste_yes","feedback","lab"
"419",100,2882,"R_19nylVzBZNaDxOj",1,"sub","","","","","","","I am grateful for making God a part of my life
I am grateful for my life and that i am healthy
I am grateful for my family
I am grateful for the food on my table
I am grateful for my job","",4,4,"was interesting","how may perception about life affects my attitude and point of view",2,"",3,2,2,"","","USA_02c"
"420",100,3235,"R_1QW3oJqd9uHdivB",1,"sub","","","","","","","Supportive family, my job, hobbies, close friends,personal safety.
My family gave me the best support, I will never forget, I had an accident and I had dislocation of my arm, whiles I was at the hospittal came to oay me visit and brought me flowers , I was discharge a month later I was instruted to hold on going to work,  My family supported me financially and gave me assurance that I will be well sooner
","",4,5,"Decision making","Critical thinking ",2,"",1,2,2,"","I enjoyed the study","USA_02c"
"421",100,3305,"R_51uJNQFT9vSGgdH",1,"god.letter","","","","","","","","Dear God, I am very grateful for all the good things you have done for me. I appreciate the appreciate the unconditional love and care you show in ways that are absolutely mind-blowing. I will continue to be grateful to you. God is the being that is master of the universe and everything you see in it. This being is beyond our understanding because it is able to manifest itself in ways that cannot be explained or comprehended by the human mind or brain.",4,5,"Seeking out ones belief system ","ones emotion and thoughts about their belief system",2,"",1,2,2,"","N/A","USA_02c"
"422",100,907,"R_7dsxmGQ4g2XAqLS",1,"god.letter","","","","","","","","I do not believe in God or a higher power so I do not believe that one has benefited me. Sadly there is nothing for me to give thanks to.",4,5,"Personal feelings on social and religious interactions ","I have no idea.",2,"",3,2,2,"","","USA_02c"
"423",100,3564,"R_5gCrDtipIPmHNOv",1,"list","","","I am always really grateful for my family. My wife is amazing and we have two beautiful children together. I realized a few years ago that these were my golden days and I should enjoy it while I can. I am also thankful for my health and ability to use my body. I finally am thankful for education, reading, and the ability to use my head to work. ","","","","","",4,5,"how we view religion, happiness, contentedness in our lives","whether we ascribe happiness to a greater power or something within ourselves?",1,"i think it did, remembering what we have keeps us from thinking about what we don't",1,2,2,"","no thanks all good","USA_02c"
"424",100,3178,"R_37PjBejSeLpN1fP",1,"int.events","","the lost of my aunty affected me emotionally.
the day my wife gave birth to my first child.
the day i graduated from the university.
the day I became born again.
the day i got married to my beautiful wife","","","","","","",4,5,"to investigate how people think","social and emotional lives",2,"",1,2,2,"","nice study","USA_02c"
"425",100,3591,"R_3ZDevPtE9lcJWr7",1,"events","reading about the passing of one of my classmates mother
cooking dinner realizing that I was missing an ingredient
feeling drained for no apparent reason
worrying about bills
feeling a little sad because one of my mother's day gift got damaged due to a weather storm
","","","","","","","",4,5,"feelings","feelings and perceptions of others",2,"",1,2,2,"","","USA_02c"
"426",100,3171,"R_5QofJqyB8PAr48P",1,"letter","","","","Hi Ella, i hope you are fine. How is everyone in the states? i really want to thank you for the money you sent to me last month to use to clear my goods. you have no idea how that money saved me. i wouldn't have been able to afford all that cost. i was able to clear the goods and business is going well. i always see my goods and remember what you have done for me. i will never forget . thank you","","","","",4,5,"beliefs and emotions ","how people think",2,"",1,2,2,"","","USA_02c"
"427",100,3602,"R_7eXAajPdK2bnidq",1,"god.letter","","","","","","","","Thank you Universe and Source Energy for aligning me with the potential to be my best self and experience and share love and friendship with some of the best that the world has to offer.  Also thanks for my talents and my cat.  Thanks for keeping me inspired and connecting me to the energies that will benefit me best and vice versa.  ",4,5,"How much our lives impact our levels of gratitude and belief and perceptions and how we interact with the world.","Is belief and gratitude linked to happiness and overall satisfaction with life?",1,"Somewhat. It does make me feel better in the moment I must say.  Additionally. it reminds me to be present and appreciate my cat and the people in my life and people I come in contact with.",1,2,2,"","I do not.  Thanks for the study!  :]","USA_02c"
"428",100,1161,"R_1lknXt6qF0YLK13",1,"sub","","","","","","","I am great for my job, my family, my friends, my wife, my son and my house. My life woukd be very different if my wife was not in my present life. I would be very sad. All my relationships would be different. I woukd not own my house. I would not have my son","",4,5,"Impression of helping others ","How i feel about others",1,"To some extend",1,2,2,"","","USA_02c"
"429",100,1125,"R_51iHXZdsUzN1Y7e",1,"text","","","","","Hey Mama,

I really do thank you for the love and kindness showed towards me,

I love you.","","","",4,5,"No Idea","No",2,"",1,2,2,"","No comment","USA_02c"
"430",100,3823,"R_3ASWaenX9Yy9CoH",1,"measure","","","","","","","","",4,5,"psychology","i have no idea",2,"",3,2,2,"","","USA_02c"
"431",100,3875,"R_5afab1trzDr13mq",1,"list","","","1.I am very grateful for the gift of life
2. I am very grateful for my work
3. I am very grateful for protection
4. I am very grateful for provision
5. I am very grateful for good health
","","","","","",4,4,"emotion and belief study","how people think",1,"yes please",1,2,2,"","","USA_02c"
"432",100,3931,"R_7t8hy2WpQzHMV1f",1,"sub","","","","","","","I'm thankful for the following five things from the last day:

 1.  Feeling renewed and invigorated upon awakening.
 2. Enjoying a great breakfast with those I care about.
 3. Getting a message from a pal offering encouragement.
 4. Savoring a stunning sunset.
 5. Making time to read a book that has been on my radar.

getting a message from a pal offering encouragement.

I could have felt differently if that specific instance of getting a message of support from a buddy had not occurred in my life. Friendship is essential for providing emotional support and validation. I might have felt more alone or unsupported if I hadn't received the message, especially if I was going through a difficult moment. That message's absence might have created a gap in my day and impacted my general wellbeing and mood. Furthermore, it could have made it harder for me to handle whatever stress or challenges I was going through at the time. In summary, having people who show me this kind of support enhances my life and greatly increases my emotional fortitude and contentment.","",4,5,"Investigating how people view and engage with their social and emotional lives in digital situations appears to be the main goal of this study. ","Digital Social Comparison Hypothesis",2,"",1,2,2,"","","USA_02c"
